layer,head,bucket_index,bucket_pair_lo,bucket_pair_hi,bucket_pairs,base_alpha,chosen_bucket_alpha,residual_gamma,head_fakeq_err_before,head_fakeq_err_after,head_fakeq_err_delta,head_fakeq_err_gain_pct
1,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,7.199999809265137,0.8999999761581421,7.89855067958023,7.866310114404567,0.03224056517566254,0.4081833045524748
1,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,7.89855067958023,7.890230638668713,0.00832004091151628,0.10533629837972314
1,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,7.89855067958023,7.886827052562857,0.011723627017372173,0.14842757225931008
1,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,6.400000095367432,0.800000011920929,6.461563119759846,6.362834330113408,0.09872878964643839,1.527939723199791
1,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,7.199999809265137,0.8999999761581421,6.461563119759846,6.3594860386702186,0.10207708108962787,1.5797583215966746
1,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,6.461563119759846,6.299536972223066,0.16202614753678013,2.507537952253294
1,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,6.461563119759846,6.4165567016614755,0.045006418098370915,0.6965252410943507
1,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,6.770910175044146,6.730163686776756,0.04074648826739047,0.6017874586133437
1,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,6.770910175044146,6.651142481534035,0.11976769351011107,1.7688566295199772
1,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,6.770910175044146,6.697561906013102,0.07334826903104386,1.08328521771544
1,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,6.770910175044146,6.732075564541648,0.038834610502497924,0.5735508151567632
1,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,7.199999809265137,0.8999999761581421,7.749654617116773,7.740514376280538,0.00914024083623488,0.11794384766576177
1,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,6.400000095367432,0.800000011920929,7.749654617116773,7.737878653870726,0.01177596324604746,0.15195468479379354
1,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,7.749654617116773,7.72560660894357,0.024048008173203073,0.3103107088164664
1,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,7.749654617116773,7.72919049782949,0.020464119287283644,0.2640649202879861
1,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,6.400000095367432,0.800000011920929,6.639826894991993,6.393741390218414,0.24608550477357838,3.706203620446571
1,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,6.400000095367432,0.800000011920929,6.639826894991993,6.506151539182058,0.13367535580993462,2.0132355545407004
1,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,6.639826894991993,6.562132901804091,0.07769399318790171,1.170120763938913
1,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,6.639826894991993,6.609344722922996,0.030482172068996505,0.45908082471227235
1,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,6.05687185237767,5.965991025625616,0.09088082675205378,1.5004581402259294
1,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,6.05687185237767,5.84143397774262,0.21543787463505026,3.5569165055139567
1,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,6.05687185237767,6.011050380013534,0.045821472364135474,0.756520419796366
1,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,6.05687185237767,5.9860882482733775,0.07078360410429241,1.1686495245314754
2,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.435596812081958,5.377520766334752,0.058076045747206706,1.0684391752184108
2,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.435596812081958,5.232552855692242,0.20304395638971684,3.7354491771428195
2,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.435596812081958,5.300737763317715,0.13485904876424382,2.481034804945176
2,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.435596812081958,5.302713421945535,0.13288339013642325,2.444688131412857
2,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.945195041599774,5.885905368748842,0.05928967285093201,0.9972704416940026
2,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.945195041599774,5.866978344015532,0.07821669758424221,1.3156287899209969
2,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,5.945195041599774,5.931976635464773,0.01321840613500136,0.22233763640232834
2,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,5.945195041599774,5.916573105247556,0.028621936352218214,0.4814297285781969
2,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.7525263528997,5.542104391034867,0.2104219618648333,3.6579052220902044
2,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.7525263528997,5.703891745521078,0.04863460737862191,0.8454477979767352
2,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,5.7525263528997,5.709718764418807,0.042807588480893166,0.7441528444161749
2,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.7525263528997,5.74191086517804,0.010615487721659989,0.18453609893171535
2,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.237833020733284,5.202567579563465,0.03526544116981878,0.6732830357559146
2,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.237833020733284,5.177505229315092,0.060327791418191445,1.151770038857514
2,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.237833020733284,5.160997225551238,0.07683579518204553,1.4669386152231463
2,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.237833020733284,5.162326226529555,0.07550679420372841,1.4415655081947925
2,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.351352824368517,5.176280403241889,0.1750724211266279,3.2715544437548316
2,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.351352824368517,5.322571110743891,0.02878171362462556,0.5378399550401899
2,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.351352824368517,5.231797678763564,0.11955514560495306,2.2341106917961646
2,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.351352824368517,5.265490914437474,0.08586190993104292,1.6044897944320278
2,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.3784778153004895,4.936536929204278,0.4419408860962113,8.216839434365513
2,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,6.400000095367432,0.800000011920929,5.3784778153004895,5.351595095552116,0.026882719748373418,0.4998202218460115
2,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.3784778153004895,5.3328724573950534,0.04560535790543607,0.8479231386936222
2,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.3784778153004895,5.32805404206132,0.05042377323916991,0.937510109193465
2,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.914334417939656,5.8525028630234015,0.061831554916254916,1.0454524642486285
2,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.914334417939656,5.838326618874457,0.0760077990651995,1.2851454397750797
2,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.914334417939656,5.873411022345676,0.04092339559398006,0.6919357733619046
2,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.914334417939656,5.889664498777785,0.024669919161871334,0.4171208020811487
2,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.727171926147984,5.555089565210617,0.17208236093736762,3.0046655339908366
2,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.727171926147984,5.707858884696003,0.019313041451980872,0.3372177699748321
2,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.727171926147984,5.720092234626771,0.007079691521213682,0.12361583714451861
2,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.727171926147984,5.718758830955101,0.008413095192882913,0.14689789832346528
3,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.517064611966624,5.4545378961217255,0.0625267158448981,1.133333035637763
3,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.517064611966624,5.407687549406743,0.10937706255988022,1.9825227771057672
3,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.517064611966624,5.460699710700318,0.056364901266305445,1.0216465680689846
3,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.517064611966624,5.386372253293769,0.13069235867285478,2.3688748975203304
3,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,6.400000095367432,0.800000011920929,5.832354759365208,5.741194157422392,0.09116060194281594,1.5630153806476932
3,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.832354759365208,5.771736381880925,0.06061837748428278,1.0393465415824683
3,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,5.832354759365208,5.826834728181046,0.005520031184161667,0.094644983234224
3,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.832354759365208,5.533255164907378,0.29909959445782963,5.128281916965963
3,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.871551423640952,5.810037133283346,0.06151429035760625,1.0476667224598912
3,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.871551423640952,5.8099460990962335,0.06160532454471834,1.0492171506268926
3,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.871551423640952,5.82430645696998,0.04724496667097178,0.8046419636341217
3,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.871551423640952,5.854336513918142,0.017214909722810035,0.2931918411460503
3,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.930478716261763,4.9049635860853265,0.02551513017643625,0.5174980289902064
3,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.930478716261763,4.898848444571857,0.03163027168990595,0.6415253672139912
3,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.930478716261763,4.705750426826455,0.22472828943530754,4.557940564556258
3,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.930478716261763,4.865343661851252,0.06513505441051048,1.3210695788155677
3,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,6.400000095367432,0.800000011920929,6.453938802945285,6.3846511385428455,0.06928766440243983,1.073571760098191
3,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,6.453938802945285,6.419310441080898,0.034628361864387,0.5365461762448721
3,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,6.453938802945285,6.437429967763796,0.016508835181489268,0.25579472761587674
3,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,6.453938802945285,6.4462745153096765,0.00766428763560878,0.11875364594580826
3,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.420764799992187,5.297679921893677,0.12308487809850988,2.2706183101448576
3,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.420764799992187,5.324248852941255,0.09651594705093203,1.7804857914342849
3,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.420764799992187,5.3800089179391035,0.04075588205308378,0.7518474524691151
3,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.420764799992187,5.365129843584304,0.055634956407883074,1.0263303880655965
3,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.277132731217966,5.133162328722203,0.14397040249576332,2.728193695869667
3,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.277132731217966,5.240823129751557,0.03630960146640927,0.6880554898991329
3,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.277132731217966,5.173566948206763,0.10356578301120312,1.9625389067540102
3,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.277132731217966,5.219370119340896,0.057762611877070213,1.0945832674505906
3,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.79638006423001,5.646217723904786,0.1501623403252239,2.5906227449074537
3,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.79638006423001,5.729138661695217,0.06724140253479316,1.1600585501586755
3,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.79638006423001,5.7646331760254785,0.03174688820453131,0.5477019769708382
3,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,5.79638006423001,5.778315391857123,0.018064672372887003,0.3116543803669077
4,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.616588160500194,5.552191253489829,0.06439690701036493,1.146548494747209
4,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,6.400000095367432,0.800000011920929,5.616588160500194,5.583618041936441,0.032970118563752315,0.5870132831817976
4,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.616588160500194,5.582403032396066,0.034185128104128104,0.6086458028833592
4,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.616588160500194,5.474910526841318,0.1416776336588761,2.5224857085882326
4,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.701512327848329,5.539939670275148,0.1615726575731813,2.8338561469734915
4,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.701512327848329,5.669698800861796,0.03181352698653317,0.557984007701675
4,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.701512327848329,5.5460037031156,0.15550862473272886,2.727497824974723
4,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,5.701512327848329,5.683091297201022,0.018421030647306935,0.32309025374428635
4,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.814762862745617,5.712014367128714,0.10274849561690313,1.7670281323972568
4,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,7.199999809265137,0.8999999761581421,5.814762862745617,5.808495095883811,0.006267766861806301,0.107790584237975
4,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.814762862745617,5.613803487416621,0.20095937532899644,3.4560201348281185
4,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.814762862745617,5.746079927696549,0.0686829350490683,1.181182047665441
4,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,6.5435175587204,6.471364911992154,0.07215264672824606,1.1026584108739776
4,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,6.5435175587204,6.522316355780847,0.02120120293955363,0.32400314890726106
4,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,6.5435175587204,6.521444872596392,0.022072686124007923,0.33732141659178627
4,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,6.5435175587204,6.525550839531759,0.017966719188641456,0.27457279708369714
4,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.914732384894786,5.877326207541019,0.037406177353767056,0.6324238345811897
4,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,6.400000095367432,0.800000011920929,5.914732384894786,5.879459658696424,0.03527272619836186,0.5963537131188279
4,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.914732384894786,5.845372135081546,0.06936024981323996,1.1726692823900902
4,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.914732384894786,5.848132827243778,0.06659955765100811,1.1259944375690096
4,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.471411555290999,5.415068452650781,0.056343102640218135,1.0297727025438779
4,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.471411555290999,5.383246823427689,0.08816473186330942,1.6113708678714145
4,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.471411555290999,5.3969387843581655,0.07447277093283322,1.361125372863171
4,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.471411555290999,5.4399976033244215,0.03141395196657726,0.5741471218007562
4,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,6.202031968470884,6.088584041549038,0.1134479269218458,1.829205774794103
4,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,6.202031968470884,6.178749960668403,0.023282007802480464,0.3753932246856938
4,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,6.202031968470884,6.169704244708933,0.03232772376195037,0.5212440684971315
4,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,6.202031968470884,6.181108218575004,0.020923749895879418,0.3373692686888582
4,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,6.400000095367432,0.800000011920929,5.524752177889772,5.498700632494478,0.026051545395294085,0.47154233450602856
4,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.524752177889772,5.405005236500948,0.11974694138882391,2.167462675847341
4,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.524752177889772,5.414042369308854,0.11070980858091772,2.003887324104451
4,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.524752177889772,5.480371124381904,0.04438105350786792,0.8033130189166179
5,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.084388679498609,5.0470505374486025,0.03733814205000652,0.7343683656712211
5,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.084388679498609,4.942436793805686,0.14195188569292316,2.791916484774362
5,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.084388679498609,5.001039572594314,0.08334910690429531,1.6393142255307414
5,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.084388679498609,5.052892232572492,0.031496446926117194,0.61947362626146
5,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.9728522742117836,4.920653786157748,0.05219848805403515,1.049668986242082
5,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.9728522742117836,4.905166379295752,0.06768589491603194,1.3611080961933546
5,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.9728522742117836,4.9001860139293445,0.07266626028243905,1.461259178344624
5,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.9728522742117836,4.887023702562386,0.08582857164939739,1.7259425158170731
5,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.260893454884238,5.104773527934421,0.1561199269498168,2.967555383674884
5,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.260893454884238,5.233443015133788,0.02745043975045025,0.5217828489753035
5,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.260893454884238,5.23030256793449,0.03059088694974843,0.5814770287991237
5,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,5.260893454884238,5.231986784563417,0.02890667032082117,0.5494631390792392
5,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,6.400000095367432,0.800000011920929,5.964752794526868,5.856421544381931,0.10833125014493739,1.8161901067273043
5,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.964752794526868,5.937918300001347,0.026834494525521002,0.44988443695678
5,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.964752794526868,5.928725757582822,0.036027036944045854,0.6039988275306817
5,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,6.400000095367432,0.800000011920929,5.964752794526868,5.951185209198918,0.013567585327949772,0.22746265931421505
5,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.283807805892612,5.174550926953057,0.10925687893955427,2.0677678476062042
5,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.283807805892612,5.22993467948101,0.05387312641160147,1.019589061349299
5,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.283807805892612,5.144859819514288,0.13894798637832384,2.6296941804614122
5,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.283807805892612,5.201142258053014,0.08266554783959812,1.5645070917872483
5,5,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,4.727727768041298,4.528574603332447,0.19915316470885092,4.212449922668882
5,5,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,4.727727768041298,4.6759773744871715,0.05175039355412636,1.0946144975595031
5,5,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,4.727727768041298,4.675923777332119,0.05180399070917918,1.0957481744056008
5,5,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,4.727727768041298,4.692803404479275,0.03492436356202333,0.7387135062662994
5,6,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,6.012865210598344,5.830570295576359,0.18229491502198503,3.031747904487697
5,6,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,6.012865210598344,5.995274832346274,0.017590378252069883,0.2925456938742762
5,6,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,6.012865210598344,5.993460802526142,0.019404408072201562,0.3227148354830761
5,6,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,6.012865210598344,5.86080587259393,0.15205933800441418,2.5288998285940734
5,7,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.59552519335212,5.288888824129025,0.3066363692230958,5.480028391032918
5,7,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.59552519335212,5.572932577567392,0.022592615784728487,0.4037622029040297
5,7,2,48,55,"48,49,50,51,52,53,54,55",8.0,6.400000095367432,0.800000011920929,5.59552519335212,5.574446271999132,0.021078921352988722,0.3767103287825774
5,7,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.59552519335212,5.57973124326373,0.015793950088390574,0.28226036953876826
6,0,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.53542223529999,5.372654724736675,0.16276751056331484,2.9404714517589774
6,0,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.53542223529999,5.496642703680481,0.0387795316195092,0.7005704347575856
6,0,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.53542223529999,5.5116854267879924,0.02373680851199733,0.4288165835051411
6,0,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.53542223529999,5.476734673328783,0.05868756197120639,1.0602183442655815
6,1,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.35703061248701,5.236111868710169,0.12091874377684153,2.257197177387508
6,1,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.35703061248701,5.223654881744897,0.13337573074211306,2.48973247289683
6,1,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.35703061248701,5.305891975521326,0.05113863696568455,0.9546078912911672
6,1,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.35703061248701,5.30537536587884,0.05165524660817056,0.9642514733398083
6,2,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.59650480917192,5.454594361326981,0.1419104478449391,2.535697773588382
6,2,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.59650480917192,5.552434321332786,0.04407048783913403,0.7874644861719482
6,2,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.59650480917192,5.576210898709755,0.020293910462164888,0.3626175828332336
6,2,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.59650480917192,5.561954714177462,0.034550094994457936,0.6173512964347849
6,3,0,32,39,"32,33,34,35,36,37,38,39",8.0,5.599999904632568,0.699999988079071,5.251179319993225,5.148733247249475,0.10244607274375017,1.9509155277501042
6,3,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.251179319993225,5.22299378030961,0.0281855396836157,0.5367468518224601
6,3,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.251179319993225,5.202791560294317,0.048387759698908184,0.9214646225216055
6,3,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.251179319993225,5.176513209703562,0.0746661102896633,1.4218922215316698
6,4,0,32,39,"32,33,34,35,36,37,38,39",8.0,6.400000095367432,0.800000011920929,5.810274008223537,5.652749523783252,0.15752448444028477,2.711136931190051
6,4,1,40,47,"40,41,42,43,44,45,46,47",8.0,5.599999904632568,0.699999988079071,5.810274008223537,5.6708539816446315,0.13942002657890562,2.399543057376955
6,4,2,48,55,"48,49,50,51,52,53,54,55",8.0,5.599999904632568,0.699999988079071,5.810274008223537,5.7632169442509795,0.0470570639725576,0.809894058455
6,4,3,56,63,"56,57,58,59,60,61,62,63",8.0,5.599999904632568,0.699999988079071,5.810274008223537,5.786275219699513,0.023998788524024484,0.413040563836713
