layer,head,tokens,stage,top_setter_dim,top_setter_dim_freq,top_setter_dim_frac_pct,top_setter_pair,top_setter_pair_freq,top_setter_pair_frac_pct,early_pair_tokens,late_pair_tokens,early_pair_frac_pct,late_pair_frac_pct,block0_frac_pct,block1_frac_pct,block2_frac_pct,block3_frac_pct,top_dims,top_pairs
15,0,20480,post,78,16341,79.7900390625,39,16341,79.7900390625,1,20479,0.0048828125,99.9951171875,0.0,0.0048828125,80.1904296875,19.8046875,78:16341;99:3030;124:815;120:113;66:77;119:49;114:12;112:10,39:16341;49:3030;62:816;60:113;33:77;59:49;57:13;56:10
15,1,20480,post,79,20290,99.072265625,39,20291,99.0771484375,0,20480,0.0,100.0,0.0,0.0,99.23828125,0.76171875,79:20290;97:122;91:28;103:21;111:5;123:4;107:3;90:3,39:20291;48:122;45:31;51:21;55:5;61:4;53:3;33:2
15,2,20480,post,103,10485,51.1962890625,51,14782,72.177734375,282,20198,1.376953125,98.623046875,0.0244140625,1.3525390625,4.7607421875,93.8623046875,103:10485;102:4297;107:2515;122:1746;72:502;73:311;44:125;89:112,51:14782;53:2518;61:1748;36:813;22:224;44:113;56:57;60:56
15,3,20480,post,79,20042,97.861328125,39,20042,97.861328125,0,20480,0.0,100.0,0.0,0.0,99.501953125,0.498046875,79:20042;93:287;68:35;102:25;103:24;107:21;94:11;105:9,39:20042;46:287;51:49;34:35;53:21;47:14;52:9;62:8
15,4,20480,post,127,5968,29.140625,37,6739,32.9052734375,30,20450,0.146484375,99.853515625,0.0,0.146484375,40.9033203125,58.9501953125,127:5968;74:4170;113:3213;75:2569;77:1100;106:586;112:525;102:385,37:6739;63:5994;56:3738;38:1131;53:638;61:447;51:407;46:274
15,5,20480,post,80,19624,95.8203125,40,19624,95.8203125,2,20478,0.009765625,99.990234375,0.0,0.009765625,95.8349609375,4.1552734375,80:19624;107:654;122:79;112:70;124:12;123:6;120:6;96:5,40:19624;53:654;61:85;56:70;62:12;60:6;48:5;49:5
15,6,20480,post,79,19541,95.4150390625,39,19544,95.4296875,0,20480,0.0,100.0,0.0,0.0,96.1767578125,3.8232421875,79:19541;115:330;113:305;66:148;109:51;104:37;97:11;114:11,39:19544;57:341;56:305;33:152;54:51;52:46;48:11;55:10
15,7,20480,post,120,19864,96.9921875,60,19867,97.0068359375,4,20476,0.01953125,99.98046875,0.0,0.01953125,0.419921875,99.560546875,120:19864;106:387;113:57;72:54;73:32;123:25;102:24;127:8,60:19867;53:387;36:86;56:57;61:27;51:24;63:8;58:8
16,0,20480,post,123,18268,89.19921875,61,20039,97.8466796875,61,20419,0.2978515625,99.7021484375,0.0,0.2978515625,1.357421875,98.3447265625,123:18268;122:1771;72:200;73:77;124:58;45:41;44:20;115:15,61:20039;36:277;22:61;62:58;57:16;63:12;51:8;58:6
16,1,20480,post,85,20321,99.2236328125,42,20321,99.2236328125,0,20480,0.0,100.0,0.0,0.0,99.2236328125,0.7763671875,85:20321;105:159,42:20321;52:159
16,2,20480,post,79,18438,90.029296875,39,18463,90.1513671875,11,20469,0.05371093750000001,99.9462890625,0.0,0.0537109375,94.853515625,5.0927734375,79:18438;69:791;113:282;111:237;106:71;102:67;108:51;95:50,39:18463;34:798;56:299;55:244;53:93;51:74;47:72;61:62
16,3,20480,post,85,20480,100.0,42,20480,100.0,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,85:20480,42:20480
16,4,20480,post,81,20030,97.802734375,40,20030,97.802734375,0,20480,0.0,100.0,0.0,0.0,97.861328125,2.138671875,81:20030;108:378;124:13;69:12;113:11;126:7;123:6;109:5,40:20030;54:383;62:13;34:12;56:11;63:7;57:6;61:6
16,5,20480,post,104,10921,53.3251953125,52,15970,77.978515625,0,20480,0.0,100.0,0.0,0.0,20.185546875,79.814453125,104:10921;105:5049;74:2484;75:1579;97:109;96:86;126:77;67:66,52:15970;37:4063;48:195;63:78;33:66;59:20;55:10;60:10
16,6,20480,post,121,10375,50.6591796875,60,10402,50.791015625,67,20413,0.3271484375,99.6728515625,0.0,0.3271484375,29.84375,69.8291015625,121:10375;75:3556;74:2440;98:1333;99:757;110:539;125:227;111:223,60:10402;37:5996;49:2090;55:762;62:237;57:207;54:152;56:122
16,7,20480,post,78,20338,99.306640625,39,20338,99.306640625,0,20480,0.0,100.0,0.0,0.0,100.0,0.0,78:20338;91:141;88:1,39:20338;45:141;44:1
17,0,20480,post,84,20338,99.306640625,42,20338,99.306640625,0,20480,0.0,100.0,0.0,0.0,99.4384765625,0.5615234375,84:20338;119:68;100:24;73:21;120:11;107:9;72:6;101:3,42:20338;59:68;50:27;36:27;60:11;53:9
17,1,20480,post,78,19608,95.7421875,39,19608,95.7421875,0,20480,0.0,100.0,0.0,0.0,95.7421875,4.2578125,78:19608;125:872,39:19608;62:872
17,2,20480,post,91,11639,56.8310546875,45,11639,56.8310546875,0,20480,0.0,100.0,0.0,0.0,93.828125,6.171875,91:11639;77:7443;116:1230;76:134;122:28;103:3;109:1;121:1,45:11639;38:7577;58:1230;61:29;51:3;54:1;60:1
17,3,20480,post,81,20401,99.6142578125,40,20401,99.6142578125,0,20480,0.0,100.0,0.0,0.0,99.6142578125,0.3857421875,81:20401;125:68;102:8;112:2;117:1,40:20401;62:68;51:8;56:2;58:1
17,4,20480,post,82,20468,99.94140625,41,20468,99.94140625,0,20480,0.0,100.0,0.0,0.0,99.94140625,0.05859375,82:20468;103:11;114:1,41:20468;51:11;57:1
17,5,20480,post,88,20354,99.384765625,44,20354,99.384765625,0,20480,0.0,100.0,0.0,0.0,99.3896484375,0.6103515625,88:20354;122:106;125:16;111:1;109:1;99:1;94:1,44:20354;61:106;62:16;55:1;54:1;49:1;47:1
17,6,20480,post,125,19822,96.787109375,62,19829,96.8212890625,4,20476,0.01953125,99.98046875,0.0,0.01953125,2.392578125,97.587890625,125:19822;74:337;75:140;123:24;105:23;111:18;117:17;112:13,62:19829;37:477;58:26;61:24;52:23;55:20;56:15;53:13
