method,layer,head,mean_logit_mse,sink_mse,local_mse,long_mse,top1_match_rate,mean_attention_kl,mean_attention_l1,mean_margin_drop,query_count,logit_count
fireq,10,31,13.342698919011703,1.1428746157505103,16.239420195345122,13.337494101498564,0.9375,0.00544886844195247,0.017857700114518593,0.02947312593460083,32,295552
fireq,13,0,12.446446827089833,2.6414545315540163,12.539033620692567,12.392823896182762,0.6875,0.5536917215322319,0.30457847473735455,-0.7236031889915466,32,295552
fireq,13,18,12.351770019802604,0.6572717746329727,14.125017696014256,12.097731044561884,0.9375,0.22032456150679147,0.15712865501715,-0.4029152989387512,32,295552
fireq,14,6,12.266664782612173,2.2685489108694243,8.389218627986091,12.16264481646296,0.875,0.0954839489745326,0.13339850826679367,-0.1363816261291504,32,295552
fireq,15,3,12.183582463236784,2.1963030579146037,9.665274772156339,12.264882280505555,0.90625,0.07564712828872189,0.04391943828522926,0.08177429437637329,32,295552
fireq,15,1,12.129616845220715,1.769776553755008,8.644759931709219,12.19794168708469,1.0,0.03101745828894309,0.024453224484659586,0.0881834626197815,32,295552
fireq,14,4,11.82370025759564,2.102801184137068,8.303061941882158,11.889169595589706,0.9375,0.2379749912534237,0.116683037288567,0.20465654134750366,32,295552
fireq,16,1,11.684496172909562,1.9086163149536588,9.863563278205875,11.672802025295207,0.9375,0.0037524873391907576,0.01666908226616215,0.07475200295448303,32,295552
fireq,14,24,11.591177590263166,2.2168749922662943,8.725890211431523,11.60818915276184,0.9375,0.07717000668224472,0.10094417681213486,-0.3740917444229126,32,295552
fireq,14,15,11.320987039735906,1.9106438915143953,9.263305768815318,11.271429250507046,1.0,0.034736928439101256,0.039660902766399886,-0.09263753890991211,32,295552
fireq,14,10,11.183230639478083,1.7422843294218182,8.461022642161646,11.193500771374572,0.78125,0.2662235618294706,0.26424245761958787,-0.23872430622577667,32,295552
fireq,15,11,11.001856496253493,1.758730994275662,8.711716251816688,11.024007441181082,0.90625,0.11939843040866482,0.13208693478429867,0.043751537799835205,32,295552
fireq,8,29,10.7162421694686,2.9678001336532325,8.830569237001681,10.71622462132837,0.90625,0.15026428744447973,0.2033602891996793,-0.07029515504837036,32,295552
fireq,14,26,10.682520939967443,1.6921586515302096,6.541690229957219,10.67176666563812,0.9375,0.01756530998228656,0.10434556882762402,-0.14619962871074677,32,295552
fireq,14,7,10.457831606688446,1.3033642542002946,6.58421537052078,10.460044100289327,0.875,0.27871924676007076,0.18837016782435967,0.023959219455718994,32,295552
fireq,23,20,10.36798976371965,2.182687158850611,16.933086362065534,10.16473679470602,0.96875,0.008267507448359801,0.015894960469040598,-0.03578639030456543,32,295552
fireq,14,28,10.232713279676625,1.387900384861161,8.82812922782246,10.225158034665883,0.9375,0.006945534881822812,0.012833388804523338,-0.03245353698730469,32,295552
fireq,13,16,9.699143250264235,0.639678193023603,12.157426387023097,9.541309403382304,0.875,0.2518761130439777,0.13761898629661573,-0.42631036043167114,32,295552
fireq,17,26,9.533513866708175,1.3620060118993278,6.727070723418238,9.527052529082827,1.0,0.002385947091781304,0.0046236725698918235,-0.20990413427352905,32,295552
fireq,14,8,9.275033105610705,1.4678326759094562,6.862512680656937,9.309851760495059,0.84375,0.12044508092238572,0.20776320753882288,-0.2137325257062912,32,295552
