layer,head,pair,dim0,dim1,override_priority,search_window_deg,search_step_deg,search_grid_size,search_grid_min_deg,search_grid_max_deg,coarse_best_alpha_deg,coarse_best_alpha_rad,coarse_best_gap_csv,coarse_best_gap_recomputed,refined_best_alpha_deg,refined_best_alpha_rad,refined_best_gap,gap_at_zero_deg,refine_delta_deg,gap_improvement_vs_coarse,gap_improvement_vs_coarse_pct,gap_improvement_vs_zero,gap_improvement_vs_zero_pct,post_residual_gap,support_count_234,criterion1_residual_gap,criterion2_pre_line_like,criterion3_post_directional,criterion4_bucket_consistent
1,4,47,94,95,high,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.033372703939676285,0.033372703939676285,32.5,0.5672320068981571,0.0007760068983770907,0.30600351095199585,2.5,0.032596697041299194,97.67472572860808,0.30522750405361876,99.74640588404921,0.30600349954654615,2,1,1,1,0
0,4,54,108,109,high,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.013642958365380764,0.013642958365380764,36.5,0.6370451769779303,0.0022324721794575453,0.30365487933158875,1.5,0.011410486185923219,83.6364509832231,0.3014224071521312,99.26479950384078,0.3036548800697454,2,1,1,1,0
0,3,56,112,113,high,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.012012100778520107,0.012012100778520107,36.0,0.6283185307179586,0.0022331341169774532,0.30308815836906433,1.0,0.009778966661542654,81.40929585796752,0.3008550242520869,99.26320641195814,0.3030881482403527,2,1,1,1,0
0,5,60,120,121,high,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.015477641485631466,0.015477641485631466,-41.0,-0.7155849933176751,0.0010287524200975895,0.3007033169269562,-1.0,0.014448889065533876,93.3532998483482,0.2996745645068586,99.65788457852379,0.30070330639377374,2,1,1,1,0
31,2,45,90,91,high,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.006902431603521109,0.006902431603521109,-24.5,-0.4276056667386107,0.0034345220774412155,0.29869595170021057,0.5,0.003467909526079893,50.241852803160306,0.29526142962276936,98.85016115622206,0.29869594279103306,2,1,1,1,0
7,4,55,110,111,high,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.009699596092104912,0.009699596092104912,-14.5,-0.2530727415391778,0.0042440639808773994,0.2938438653945923,0.5,0.005455532111227512,56.24494112355978,0.2895998014137149,98.55567378438266,0.2938438715478708,2,1,1,1,0
0,2,42,84,85,high,5.0,0.5,21,10.0,20.0,15.0,0.2617993877991494,0.02541256695985794,0.02541256695985794,14.0,0.24434609527920614,0.0018425792222842574,0.29012560844421387,-1.0,0.023569987737573683,92.74933844662438,0.2882830292219296,99.36490293560605,0.29012561669717707,3,1,1,1,1
1,4,36,72,73,high,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.006281164009124041,0.006281164009124041,29.5,0.5148721293383273,0.0015824567526578903,0.2884577810764313,-0.5,0.00469870725646615,74.80631376032836,0.2868753243237734,99.45140784666904,0.2884577775173572,2,1,1,1,0
1,4,56,112,113,high,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.046842992305755615,0.046842992305755615,41.5,0.7243116395776468,0.0014744828222319484,0.28636687994003296,1.5,0.04536850948352367,96.8522872906845,0.284892397117801,99.48510706875715,0.28636687396232074,2,1,1,1,0
0,3,57,114,115,high,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.05292550474405289,0.05292550474405289,-13.0,-0.22689280275926285,0.006442793179303408,0.28952714800834656,2.0,0.04648271156474948,87.82667598455474,0.28308435482904315,97.77471880491233,0.28952715505874094,2,1,1,1,0
6,3,39,78,79,high,5.0,0.5,21,-25.0,-15.0,-20.0,-0.3490658503988659,0.026665925979614258,0.026665925979614258,-18.5,-0.32288591161895097,0.0015712890308350325,0.27824482321739197,1.5,0.025094636948779225,94.107502465745,0.27667353418655694,99.43528543939615,0.278244821651055,2,1,1,1,0
0,0,52,104,105,high,5.0,0.5,21,10.0,20.0,15.0,0.2617993877991494,0.034087006002664566,0.034087006002664566,13.5,0.23561944901923448,0.002738934475928545,0.2784311771392822,-1.5,0.03134807152673602,91.96487225743897,0.2756922426633537,99.01629749079486,0.2784311641986519,3,1,1,1,1
8,3,51,102,103,high,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.04690719395875931,0.04690719395875931,22.5,0.39269908169872414,0.0038064345717430115,0.2730884850025177,2.5,0.043100759387016296,91.88517954177856,0.2692820504307747,98.60615339687138,0.2730884820653075,2,1,1,1,0
1,3,43,86,87,high,5.0,0.5,21,5.0,15.0,10.0,0.17453292519943295,0.024200519546866417,0.024200519546866417,11.0,0.19198621771937624,0.003116283332929015,0.2636827826499939,1.0,0.021084236213937402,87.12307259811485,0.2605664993170649,98.81816958179424,0.26368276984143085,2,1,1,1,0
1,4,48,96,97,high,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.01504279114305973,0.01504279114305973,31.5,0.5497787143782138,8.294331928482279e-05,0.2587931454181671,1.5,0.014959847823774908,99.4486174906238,0.2587102020988823,99.96794995510766,0.2587931331847503,2,1,1,1,0
0,0,63,126,127,high,5.0,0.5,21,-15.0,-5.0,-10.0,-0.17453292519943295,0.0021476855035871267,0.0021476855035871267,-10.0,-0.17453292519943295,0.0021476855035871267,0.25949496030807495,0.0,0.0,0.0,0.2573472748044878,99.17235945505941,0.25949496872475325,2,1,0,1,1
1,2,46,92,93,high,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.037792570888996124,0.037792570888996124,-16.5,-0.2879793265790644,0.004147717729210854,0.260702908039093,-1.5,0.03364485315978527,89.02504478620023,0.25655519030988216,98.40902513884161,0.2607029031086894,3,1,1,1,1
1,4,49,98,99,high,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.0026948123704642057,0.0026948123704642057,-40.0,-0.6981317007977318,0.0026948123704642057,0.259014755487442,0.0,0.0,0.0,0.2563199431169778,98.9595911764205,0.259014762785483,2,1,1,1,0
1,2,54,108,109,high,5.0,0.5,21,-15.0,-5.0,-10.0,-0.17453292519943295,0.010365840047597885,0.010365840047597885,-10.5,-0.1832595714594046,0.004901359789073467,0.2611958086490631,-0.5,0.005464480258524418,52.716231713325755,0.25629444885998964,98.12349217453989,0.26119580323677644,3,1,1,1,1
0,0,55,110,111,high,5.0,0.5,21,-20.0,-10.0,-15.0,-0.2617993877991494,0.03625835105776787,0.03625835105776787,-14.0,-0.24434609527920614,0.006636925972998142,0.257419228553772,1.0,0.029621425084769726,81.69545558642753,0.25078230258077383,97.42174428449437,0.25741923927829713,2,1,0,1,1
1,3,50,100,101,high,5.0,0.5,21,-15.0,-5.0,-10.0,-0.17453292519943295,0.04327549785375595,0.04327549785375595,-8.5,-0.14835298641951802,0.008101614192128181,0.2588447034358978,1.5,0.03517388366162777,81.27898096168285,0.25074308924376965,96.87008693452577,0.25884471393546926,3,1,1,1,1
1,1,59,118,119,high,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.01422926690429449,0.01422926690429449,26.0,0.4537856055185257,0.004290902521461248,0.2539733052253723,1.0,0.009938364382833242,69.84452853178104,0.24968240270391107,98.31049073537332,0.253973309347647,2,1,1,1,0
0,0,45,90,91,high,5.0,0.5,21,5.0,15.0,10.0,0.17453292519943295,0.022862864658236504,0.022862864658236504,11.0,0.19198621771937624,0.00308322929777205,0.25118643045425415,1.0,0.019779635360464454,86.51424769441,0.2481032011564821,98.77253349546143,0.2511864258929912,3,1,1,1,1
0,5,57,114,115,medium,5.0,0.5,21,-25.0,-15.0,-20.0,-0.3490658503988659,0.030781898647546768,0.030781898647546768,-21.0,-0.3665191429188092,0.0033664412330836058,0.5450711250305176,-1.0,0.027415457414463162,89.06356858740453,0.541704683797434,99.38238496253216,0.5450711095418793,1,1,0,1,0
1,0,44,88,89,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.008936268277466297,0.008936268277466297,-39.5,-0.6894050545377601,0.0035015970934182405,0.5360986590385437,0.5,0.005434671184048057,60.81589110022725,0.5325970619451255,99.34683718483868,0.5360986613761783,1,1,0,1,0
0,6,53,106,107,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.012992355041205883,0.012992355041205883,-34.0,-0.5934119456780721,0.002800356363877654,0.5136948227882385,1.0,0.010191998677328229,78.44612193096488,0.5108944664243609,99.45485992078373,0.5136948424330057,1,1,0,1,0
1,0,51,102,103,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.03925169259309769,0.03925169259309769,-36.5,-0.6370451769779303,0.006570335011929274,0.5173542499542236,-1.5,0.03268135758116841,83.26101480504143,0.5107839149422944,98.73001236338338,0.5173542612086643,1,1,0,1,0
28,0,48,96,97,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.017032044008374214,0.017032044008374214,-35.5,-0.619591884457987,0.0022820301819592714,0.5121507048606873,-0.5,0.014750013826414943,86.60154834711996,0.509868674678728,99.55442213389513,0.5121507124371762,1,1,0,1,0
19,4,56,112,113,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.03987878933548927,0.03987878933548927,-31.5,-0.5497787143782138,0.004733406938612461,0.49239981174468994,-1.5,0.03514538239687681,88.13051494920869,0.4876664048060775,99.03870659051617,0.49239980506746717,1,1,0,1,0
9,4,57,114,115,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.007295374758541584,0.007295374758541584,-30.5,-0.5323254218582705,0.005359238479286432,0.4882775545120239,-0.5,0.0019361362792551517,26.539229900263603,0.4829183160327375,98.90241965255963,0.48827756481987666,1,1,0,1,0
9,3,55,110,111,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.004962408449500799,0.004962408449500799,30.5,0.5323254218582705,0.004926408641040325,0.48709601163864136,0.5,3.5999808460474014e-05,0.7254503297505764,0.48216960299760103,98.98861651023022,0.48709601685208315,1,1,0,1,0
8,4,59,118,119,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.009107056073844433,0.009107056073844433,25.5,0.44505895925855404,0.0064117200672626495,0.47615885734558105,0.5,0.0026953360065817833,29.596128372623273,0.4697471372783184,98.65344937548663,0.47615885960901383,1,1,0,1,0
7,3,45,90,91,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.007063820492476225,0.007063820492476225,40.5,0.7068583470577035,0.0056885420344769955,0.4738729000091553,0.5,0.0013752784579992294,19.469329089889218,0.4681843579746783,98.79956375763057,0.4738729017315363,1,1,0,1,0
18,1,51,102,103,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.020532462745904922,0.020532462745904922,38.0,0.6632251157578453,0.0007340285810641944,0.46333935856819153,-2.0,0.019798434164840728,96.4250339077781,0.46260532998712733,99.84157862536598,0.46333937005598486,1,1,0,1,0
15,6,54,108,109,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.0005939227412454784,0.0005939227412454784,-45.0,-0.7853981633974483,0.0005939227412454784,0.4600559175014496,0.0,0.0,0.0,0.4594619947602041,99.8709020537175,0.46005590321168965,1,1,0,1,0
0,7,52,104,105,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.056487083435058594,0.056487083435058594,-37.5,-0.6544984694978736,0.0023049614392220974,0.45997563004493713,-2.5,0.054182121995836496,95.91948937871427,0.45767066860571504,99.49889487862717,0.45997563257649177,1,1,0,1,0
10,6,46,92,93,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.02165677212178707,0.02165677212178707,-38.0,-0.6632251157578453,0.002256124746054411,0.4574483335018158,2.0,0.01940064737573266,89.58235911904566,0.4551922087557614,99.50680228108308,0.4574483407093515,1,1,0,1,0
6,5,47,94,95,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.02430558204650879,0.02430558204650879,-29.0,-0.5061454830783556,0.0007754369871690869,0.4557112157344818,1.0,0.023530145059339702,96.80963415858429,0.4549357787473127,99.82984026717023,0.4557112253275658,1,1,0,1,0
14,1,51,102,103,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.053985945880413055,0.053985945880413055,-43.0,-0.7504915783575618,0.005812345538288355,0.45869821310043335,2.0,0.0481736003421247,89.23359507090314,0.452885867562145,98.73286065384873,0.45869821281116985,1,1,0,1,0
7,7,45,90,91,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.05183259770274162,0.05183259770274162,42.0,0.7330382858376184,0.004696406424045563,0.454299658536911,2.0,0.04713619127869606,90.93928023638847,0.44960325211286545,98.9662315751743,0.4542996584828852,1,1,0,1,0
11,4,46,92,93,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.012369008734822273,0.012369008734822273,44.0,0.767944870877505,0.0011117715621367097,0.44922134280204773,-1.0,0.011257237172685564,91.01163572625867,0.448109571239911,99.75251141114491,0.4492213327325932,1,1,0,1,0
22,6,53,106,107,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.026476891711354256,0.026476891711354256,44.0,0.767944870877505,0.0028519940096884966,0.4480137228965759,-1.0,0.02362489770166576,89.22836547136892,0.44516172888688743,99.36341369383749,0.44801372983555005,1,1,0,1,0
0,4,50,100,101,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.04321131482720375,0.04321131482720375,-37.0,-0.6457718232379019,0.006244441028684378,0.44812315702438354,-2.0,0.03696687379851937,85.54906034760789,0.44187871599569917,98.6065346254033,0.44812315377824175,1,1,0,1,0
13,7,52,104,105,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.004396201577037573,0.004396201577037573,34.5,0.6021385919380436,0.002296186052262783,0.4429965913295746,-0.5,0.00210001552477479,47.768863369315916,0.4407004052773118,99.48166958906587,0.4429965892016439,1,1,0,1,0
0,4,40,80,81,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.00022217309742700309,0.00022217309742700309,40.0,0.6981317007977318,0.00022217309742700309,0.4381190538406372,0.0,0.0,0.0,0.4378968807432102,99.94928933232202,0.4381190632100994,1,1,0,1,0
9,6,52,104,105,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.007185198366641998,0.007185198366641998,41.0,0.7155849933176751,0.0007910245331004262,0.4381244480609894,1.0,0.006394173833541572,88.99091586986886,0.43733342352788895,99.81945209024485,0.43812443551223645,1,1,0,1,0
27,2,60,120,121,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.0038746504578739405,0.0038746504578739405,35.0,0.6108652381980153,0.0038746504578739405,0.4350202679634094,0.0,0.0,0.0,0.4311456175055355,99.10931725640889,0.43502026086065676,1,1,0,1,0
9,4,49,98,99,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.05140389874577522,0.05140389874577522,32.5,0.5672320068981571,0.0011528304312378168,0.4313579499721527,-2.5,0.050251068314537406,97.75730934935638,0.4302051195409149,99.73274390067176,0.4313579560850198,1,1,0,1,0
29,7,50,100,101,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.029238484799861908,0.029238484799861908,36.0,0.6283185307179586,0.003310525557026267,0.4322446286678314,1.0,0.02592795924283564,88.67750644506071,0.42893410311080515,99.23410834109629,0.4322446240122569,1,1,0,1,0
0,7,50,100,101,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.07118374854326248,0.07118374854326248,-32.5,-0.5672320068981571,0.007385564967989922,0.43198269605636597,2.5,0.06379818357527256,89.62464731187725,0.42459713108837605,98.29030999727215,0.43198270601197897,1,1,0,1,0
10,5,45,90,91,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.06084098666906357,0.06084098666906357,-32.5,-0.5672320068981571,0.0051949890330433846,0.4261571168899536,2.5,0.055645997636020184,91.46136623112173,0.42096212785691023,98.78096860825514,0.42615713067314975,1,1,0,1,0
1,7,49,98,99,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.003579519223421812,0.003579519223421812,-25.0,-0.4363323129985824,0.003579519223421812,0.42285871505737305,0.0,0.0,0.0,0.41927919583395123,99.15349522288167,0.42285872751229514,1,1,0,1,0
13,7,55,110,111,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.02220352552831173,0.02220352552831173,36.5,0.6370451769779303,0.0027390131726861,0.41742566227912903,1.5,0.01946451235562563,87.66406186624019,0.41468664910644293,99.34383210707958,0.4174256598350973,1,1,0,1,0
0,5,63,126,127,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.014321996830403805,0.014321996830403805,24.5,0.4276056667386107,0.0029376244638115168,0.4173125624656677,-0.5,0.011384372366592288,79.48872284641686,0.4143749380018562,99.29606133914235,0.4173125536663698,1,1,0,1,0
0,6,63,126,127,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.017852947115898132,0.017852947115898132,24.0,0.4188790204786391,0.0038212211802601814,0.41706719994544983,-1.0,0.014031725935637951,78.59613230547596,0.41324597876518965,99.08378765322232,0.41706718844923707,1,1,0,1,0
0,6,42,84,85,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.03206394612789154,0.03206394612789154,23.5,0.41015237421866746,0.003911943174898624,0.41117677092552185,-1.5,0.028152002952992916,87.79955792310999,0.4072648277506232,99.04859820604817,0.411176781082846,1,1,0,1,0
15,1,61,122,123,medium,5.0,0.5,21,30.0,40.0,35.0,0.6108652381980153,0.04021257534623146,0.04021257534623146,33.5,0.5846852994181004,0.004993902985006571,0.4106845259666443,-1.5,0.03521867236122489,87.58124058951978,0.4056906229816377,98.7840050770717,0.410684515414482,1,1,0,1,0
0,5,54,108,109,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.0031456893775612116,0.0031456893775612116,-45.0,-0.7853981633974483,0.0031456893775612116,0.4085215926170349,0.0,0.0,0.0,0.4053759032394737,99.22998210268163,0.4085215884222996,1,1,0,1,0
18,7,46,92,93,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.011661430820822716,0.011661430820822716,44.0,0.767944870877505,0.0011487849988043308,0.40559613704681396,-1.0,0.010512645822018385,90.14885037303438,0.40444735204800963,99.7167662869847,0.4055961458147446,1,1,0,1,0
6,5,45,90,91,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.004076413810253143,0.004076413810253143,40.0,0.6981317007977318,0.004076413810253143,0.40447136759757996,0.0,0.0,0.0,0.4003949537873268,98.9921625764351,0.4044713572809119,1,1,0,1,0
15,5,61,122,123,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.01946006901562214,0.01946006901562214,-29.0,-0.5061454830783556,0.0004920530482195318,0.39709335565567017,1.0,0.018968015967402607,97.47147326237886,0.39660130260745063,99.87608630534574,0.3970933649400611,1,1,0,1,0
0,6,59,118,119,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.016629943624138832,0.016629943624138832,-24.5,-0.4276056667386107,0.0052365572191774845,0.4015676975250244,0.5,0.011393386404961348,68.51127497764651,0.39633114030584693,98.6959715008324,0.4015677033889366,1,1,0,1,0
3,0,49,98,99,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.028939465060830116,0.028939465060830116,41.5,0.7243116395776468,0.003500724909827113,0.3997786045074463,1.5,0.025438740151003003,87.90328396717538,0.3962778795976192,99.12433410133585,0.39977861040440177,1,1,0,1,0
13,5,58,116,117,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.021383440122008324,0.021383440122008324,39.0,0.6806784082777885,0.0023962631821632385,0.3974973261356354,-1.0,0.018987176939845085,88.79383687334317,0.39510106295347214,99.39716243994417,0.39749733048864294,1,1,0,1,0
11,3,62,124,125,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.036130718886852264,0.036130718886852264,-23.5,-0.41015237421866746,0.00364623568020761,0.3984539210796356,1.5,0.032484483206644654,89.90821164774982,0.394807685399428,99.08490405356586,0.39845392831123805,1,1,0,1,0
1,1,57,114,115,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.018088482320308685,0.018088482320308685,29.5,0.5148721293383273,0.005987480748444796,0.3992551565170288,-0.5,0.01210100157186389,66.89893246752712,0.393267675768584,98.50033727787573,0.39925516395544636,1,1,0,1,0
12,6,48,96,97,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.0007079373463056982,0.0007079373463056982,25.0,0.4363323129985824,0.0007079373463056982,0.3921215534210205,0.0,0.0,0.0,0.3914136160747148,99.81945972106624,0.3921215629042224,1,1,0,1,0
1,7,53,106,107,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.012698857113718987,0.012698857113718987,-35.5,-0.619591884457987,0.0035976178478449583,0.39083513617515564,-0.5,0.009101239265874028,71.66975094193054,0.3872375183273107,99.07950500995062,0.3908351428652951,1,1,0,1,0
0,1,52,104,105,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.02337058074772358,0.02337058074772358,-36.0,-0.6283185307179586,0.000766036391723901,0.3877064883708954,-1.0,0.02260454435599968,96.72221927219965,0.3869404519791715,99.80241847513496,0.3877064934918378,1,1,0,1,0
27,3,51,102,103,medium,5.0,0.5,21,15.0,25.0,20.0,0.3490658503988659,0.036914676427841187,0.036914676427841187,21.5,0.3752457891787809,0.003983274567872286,0.3890816867351532,1.5,0.0329314018599689,89.2095097307474,0.3850984121672809,98.97623694363602,0.38908167636778157,1,1,0,1,0
29,3,60,120,121,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.03484423831105232,0.03484423831105232,24.0,0.4188790204786391,0.00551286106929183,0.38665032386779785,-1.0,0.029331377241760492,84.17855767120273,0.381137462798506,98.57419980561642,0.3866503146604393,1,1,0,1,0
20,7,59,118,119,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.014256707392632961,0.014256707392632961,-34.0,-0.5934119456780721,0.001400484936311841,0.3823505640029907,1.0,0.01285622245632112,90.17665932432948,0.3809500790666789,99.63371704708644,0.38235056231426917,1,1,0,1,0
14,7,51,102,103,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.024939101189374924,0.024939101189374924,28.5,0.49741883681838395,0.004301639273762703,0.3768859803676605,-1.5,0.02063746191561222,82.75142619977268,0.3725843410938978,98.85863643174883,0.37688596889214027,1,1,0,1,0
8,4,39,78,79,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.013543037697672844,0.013543037697672844,41.0,0.7155849933176751,0.0038868491537868977,0.37609079480171204,1.0,0.009656188543885946,71.30001968129505,0.37220394564792514,98.9665130847363,0.376090802138144,1,1,0,1,0
9,1,51,102,103,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.02449856698513031,0.02449856698513031,-26.5,-0.4625122517784973,0.003186649177223444,0.37459442019462585,-1.5,0.021311917807906866,86.99250785093831,0.3714077710174024,99.1493068221444,0.37459442465108167,1,1,0,1,0
1,5,59,118,119,medium,5.0,0.5,21,20.0,30.0,25.0,0.4363323129985824,0.02904745563864708,0.02904745563864708,26.5,0.4625122517784973,0.0017934928182512522,0.37292608618736267,1.5,0.027253962820395827,93.82564572758984,0.3711325933691114,99.51907552604132,0.3729260758015099,1,1,0,1,0
25,0,63,126,127,medium,5.0,0.5,21,25.0,35.0,30.0,0.5235987755982988,0.029960153624415398,0.029960153624415398,31.5,0.5497787143782138,9.5382820290979e-05,0.3707997798919678,1.5,0.02986477080412442,99.68163440853237,0.3707043970716768,99.9742764625376,0.3707997755029133,1,1,0,1,0
13,0,61,122,123,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.01904202625155449,0.01904202625155449,44.0,0.767944870877505,0.002881385153159499,0.3699641227722168,-1.0,0.01616064109839499,84.868284944601,0.3670827376190573,99.22117173644604,0.3699641126427809,1,1,0,1,0
31,6,48,96,97,medium,5.0,0.5,21,10.0,20.0,15.0,0.2617993877991494,0.009676340967416763,0.009676340967416763,15.5,0.27052603405912107,0.0013715942623093724,0.36638882756233215,0.5,0.008304746705107391,85.8252797526673,0.3650172333000228,99.62564517279773,0.3663888333937469,1,1,0,1,0
27,5,55,110,111,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.030943606048822403,0.030943606048822403,-34.0,-0.5934119456780721,0.003473362186923623,0.3679978549480438,1.0,0.02747024386189878,88.77518611940897,0.3645244927611202,99.05614607796721,0.3679978600125364,1,1,0,1,0
16,7,46,92,93,medium,5.0,0.5,21,-45.0,44.5,-45.0,-0.7853981633974483,0.026022713631391525,0.026022713631391525,44.0,0.767944870877505,0.0038575560320168734,0.3677143156528473,-1.0,0.022165157599374652,85.17619612366846,0.3638567596208304,98.95093667344224,0.36771432595585063,1,1,0,1,0
16,0,62,124,125,medium,5.0,0.5,21,-45.0,-35.0,-40.0,-0.6981317007977318,0.012027536518871784,0.012027536518871784,-39.5,-0.6894050545377601,0.0017026016721501946,0.3653748333454132,0.5,0.01032493484672159,85.84413633266688,0.363672231673263,99.534012330143,0.3653748260124876,1,1,0,1,0
1,7,50,100,101,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.046324197202920914,0.046324197202920914,42.0,0.7330382858376184,0.003094246843829751,0.36112546920776367,2.0,0.04322995035909116,93.32045231075338,0.3580312223639339,99.14316571173507,0.36112546819326147,1,1,0,1,0
11,1,62,124,125,medium,5.0,0.5,21,35.0,45.0,40.0,0.6981317007977318,0.00919866468757391,0.00919866468757391,39.5,0.6894050545377601,0.003816119395196438,0.3611823618412018,-0.5,0.005382545292377472,58.51442002933889,0.35736624244600534,98.94343694533062,0.3611823571902936,1,1,0,1,0
15,4,49,98,99,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.021463720127940178,0.021463720127940178,-24.0,-0.4188790204786391,0.0012724371626973152,0.35812583565711975,1.0,0.020191282965242863,94.0716839619944,0.35685339849442244,99.64469551313924,0.35812583738552606,1,1,0,1,0
10,1,51,102,103,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.007166732102632523,0.007166732102632523,-29.5,-0.5148721293383273,0.0006493509281426668,0.35640770196914673,0.5,0.006517381174489856,90.93937210372152,0.35575835104100406,99.81780670716289,0.3564077159104808,1,1,0,1,0
1,0,47,94,95,medium,5.0,0.5,21,-30.0,-20.0,-25.0,-0.4363323129985824,0.03082241304218769,0.03082241304218769,-27.0,-0.47123889803846897,0.002092421520501375,0.35756778717041016,-2.0,0.028729991521686316,93.2113636994047,0.3554753656499088,99.41481822592029,0.35756778672584316,1,1,0,1,0
22,1,55,110,111,medium,5.0,0.5,21,-40.0,-30.0,-35.0,-0.6108652381980153,0.036819443106651306,0.036819443106651306,-37.0,-0.6457718232379019,0.0027830631006509066,0.35773801803588867,-2.0,0.0340363800060004,92.44132212269078,0.35495495493523777,99.22203876570599,0.3577380249330017,1,1,0,1,0
9,4,58,116,117,medium,5.0,0.5,21,-35.0,-25.0,-30.0,-0.5235987755982988,0.034980420023202896,0.034980420023202896,-27.5,-0.4799655442984406,0.0036307144910097122,0.3585302233695984,2.5,0.031349705532193184,89.62072356878099,0.3548995088785887,98.98733377150553,0.3585302380576506,1,1,0,1,0
