layer,head,pair,dim0,dim1,pre_absmax_dim0,pre_absmax_dim1,pre_residual_gap,post_absmax_dim0,post_absmax_dim1,post_residual_gap,residual_improvement
0,4,46,92,93,1.983496069908142,1.294921875,0.34715178182330897,1.983496069908142,1.3581222295761108,0.31528867126063576,0.031863110562673214
0,4,47,94,95,1.9736328125,2.779296875,0.2898805340829234,2.297614336013794,2.7739417552948,0.1717150038827633,0.1181655302001601
0,4,48,96,97,2.869140625,1.43359375,0.5003403675970047,2.785024404525757,1.4587491750717163,0.47621673522817226,0.02412363236883247
0,4,49,98,99,3.5,1.3046875,0.6272321428571429,3.513364553451538,1.310243010520935,0.6270688707114811,0.00016327214566180803
0,4,50,100,101,2.486328125,1.2998046875,0.4772191673212883,2.4920530319213867,1.3753063678741455,0.44812315377824175,0.02909601354304653
0,4,51,102,103,2.060546875,2.0859375,0.012172284644194757,2.0885536670684814,2.0858356952667236,0.001301365554840058,0.010870919089354699
0,4,52,104,105,2.05859375,1.4140625,0.31309297912713474,2.0789926052093506,1.4123833179473877,0.32064052829800066,-0.007547549170865919
0,4,53,106,107,1.453125,1.6455078125,0.1169139465875371,1.452640414237976,1.698852300643921,0.1449283650571756,-0.028014418469638508
0,4,54,108,109,1.423828125,2.076171875,0.3142050799623706,1.4404244422912598,2.068549633026123,0.3036548800697454,0.010550199892625234
0,4,55,110,111,2.099609375,1.93359375,0.07906976744186046,2.1004478931427,1.9335654973983765,0.07945086202287717,-0.00038109458101670546
0,4,56,112,113,2.884765625,2.72265625,0.056194989844278946,2.926387071609497,2.7226271629333496,0.0696284885389685,-0.013433498694689551
0,4,57,114,115,2.185546875,2.732421875,0.20014295925661185,2.2025609016418457,2.701716423034668,0.1847549643393559,0.015387994917255954
0,4,58,116,117,2.375,1.4990234375,0.36883223684210525,2.3883237838745117,1.4777028560638428,0.381280349824844,-0.012448112982738735
0,4,59,118,119,2.486328125,2.88671875,0.13870094722598106,2.4786417484283447,2.905775785446167,0.14699483668256877,-0.00829388945658771
0,4,60,120,121,1.2744140625,1.85546875,0.3131578947368421,1.2826834917068481,1.8554683923721313,0.30870097438469646,0.004456920352145621
0,4,61,122,123,2.126953125,2.48828125,0.14521193092621665,2.126953125,2.4882800579071045,0.1452115214117084,4.09514508248332e-07
0,4,62,124,125,1.06640625,2.291015625,0.5345268542199488,1.0661463737487793,2.2908854484558105,0.5346138435392203,-8.698931927142439e-05
0,4,63,126,127,3.150390625,2.84375,0.09733415995040298,3.158161163330078,2.840118169784546,0.10070511829427232,-0.003370958343869343
0,5,32,64,65,2.1796875,2.669921875,0.18361375274323335,2.892049789428711,2.961158275604248,0.023338329039988573,0.16027542370324477
0,5,33,66,67,1.59765625,2.107421875,0.24189063948100092,2.1175339221954346,1.848170518875122,0.12720618097160855,0.11468445850939238
0,5,34,68,69,2.9394428730010986,1.07421875,0.6345502204289314,2.9398856163024902,2.653103828430176,0.09754862103546785,0.5370015993934636
0,5,35,70,71,1.888671875,1.1640625,0.38366080661840746,1.9880672693252563,1.681833267211914,0.1540360363245038,0.22962477029390366
0,5,36,72,73,1.916015625,1.6826171875,0.1218144750254842,1.8054094314575195,2.1782922744750977,0.17118127231453895,-0.04936679728905474
0,5,37,74,75,0.90576171875,3.3515625,0.7297494172494172,3.2642836570739746,3.3424696922302246,0.023391696067730464,0.7063577211816867
0,5,38,76,77,7.015625,2.484375,0.6458797327394209,6.749786853790283,6.24014139175415,0.0755054156635992,0.5703743170758218
