pair,bucket_center,post_dim0_q,post_dim1_q,post_ratio_minmax
34,895.5,3.379222869873047,2.641122579574585,0.7815769131776172
34,1151.5,3.0183589458465576,3.013139009475708,0.9982706045024788
34,1407.5,3.3760595321655273,3.2502243518829346,0.9627272033909078
34,1663.5,3.4288363456726074,2.77358341217041,0.8088993269307925
34,1919.5,3.2721107006073,3.09114146232605,0.9446934242635304
34,2175.5,2.6757748126983643,3.6570420265197754,0.7316773483308219
34,2431.5,3.153608560562134,3.5221595764160156,0.8953622038247052
34,2687.5,3.282196044921875,2.903080940246582,0.8844934612416435
34,2943.5,3.812138557434082,2.7864739894866943,0.7309477206836485
34,3199.5,3.489560604095459,2.1233410835266113,0.608483796221963
34,3455.5,3.4773757457733154,2.4731411933898926,0.7112090766710929
34,3711.5,3.0144262313842773,3.1735599040985107,0.9498564143980016
34,3967.5,3.318877696990967,2.994577169418335,0.9022860866892877
34,4223.5,2.5248427391052246,2.9454405307769775,0.8572037740104013
34,4479.5,2.6088266372680664,2.832094192504883,0.9211652084779904
34,4735.5,3.1651995182037354,2.832852840423584,0.894999769882197
34,4991.5,3.420565605163574,2.838658332824707,0.8298798095085681
34,5247.5,3.8876821994781494,2.6967647075653076,0.6936690215901133
34,5503.5,3.6576311588287354,2.931781053543091,0.8015518586302508
34,5759.5,3.5102267265319824,2.7829740047454834,0.7928188751200675
34,6015.5,3.260984420776367,2.677358388900757,0.8210276540552555
34,6271.5,2.444639205932617,2.8791873455047607,0.8490726418860522
34,6527.5,2.978756904602051,2.973191499710083,0.9981316350846323
34,6783.5,3.2015411853790283,2.978295087814331,0.9302691782994298
34,7039.5,3.6370179653167725,3.4718072414398193,0.9545752246888988
